project.number,status,project.type,approval.date,implementation.start.date,original.completion.date,revised.completion.date, project.budget , cumulative.disbursements , undisbursed.amount ,success.rating
8703,FINANCIALLY COMPLETED,CD,41856.00,41856.00,42643.00,42735.00,  0.225 ,  0.205 ,  0.020 ,
8704,ACTIVE,RD,41876.00,41876.00,42369.00,43008.00,  1.000 ,  0.747 ,  0.253 ,
8705,FINANCIALLY COMPLETED,PA,41876.00,41876.00,42369.00,42643.00,  0.225 ,  0.159 ,  0.066 ,
8706,FINANCIALLY COMPLETED,PP,41876.00,41899.00,42643.00,43100.00,  0.400 ,  0.391 ,  0.009 ,
8707,FINANCIALLY COMPLETED,PA,41873.00,41873.00,42613.00,42978.00,  1.500 ,  1.467 ,  0.033 ,
8708,FINANCIALLY COMPLETED,PP,41878.00,41914.00,42643.00,42704.00,  1.000 ,  0.772 ,  0.228 ,
8709,FINANCIALLY COMPLETED,CD,41873.00,41873.00,42613.00,42978.00,  1.500 ,  1.340 ,  0.160 ,
8710,FINANCIALLY COMPLETED,CD,41879.00,41901.00,42277.00,42369.00,  0.900 ,  0.864 ,  0.036 ,1
8711,FINANCIALLY COMPLETED,PA,41879.00,41901.00,42429.00,42978.00,  0.400 ,  0.334 ,  0.066 ,
8712,FINANCIALLY COMPLETED,CD,41883.00,41912.00,42613.00,42613.00,  0.750 ,  0.556 ,  0.194 ,
8713,FINANCIALLY COMPLETED,RD,41883.00,41883.00,42369.00,42369.00,  0.225 ,  0.225 ,  0.000 ,1
8714,ACTIVE,RD,41880.00,41880.00,42947.00,43708.00,  3.300 ,  0.976 ,  2.324 ,
8715,FINANCIALLY COMPLETED,PA,41887.00,41918.00,42460.00,42825.00,  0.500 ,  0.482 ,  0.018 ,
8716,ACTIVE,PA,41893.00,41918.00,42643.00,43465.00,  1.280 ,  0.858 ,  0.422 ,
8717,FINANCIALLY COMPLETED,PA,41898.00,41921.00,42628.00,42628.00,  0.400 ,  0.393 ,  0.007 ,
8718,ACTIVE,CD,41899.00,42075.00,42673.00,43038.00,  0.500 ,  0.448 ,  0.052 ,
8719,FINANCIALLY COMPLETED,RD,41897.00,41897.00,42490.00,42978.00,  0.225 ,  0.221 ,  0.004 ,
8720,ACTIVE,PA,41904.00,41927.00,42551.00,43100.00,  0.300 ,  0.240 ,  0.060 ,
8721,ACTIVE,PP,41905.00,41915.00,42185.00,43099.00,  1.100 ,  0.625 ,  0.475 ,
8722,FINANCIALLY COMPLETED,PA,41900.00,41929.00,42551.00,42643.00,  0.400 ,  0.207 ,  0.193 ,
8723,ACTIVE,CD,41906.00,41932.00,43037.00,43401.00,  0.600 ,  0.364 ,  0.236 ,
8724,FINANCIALLY COMPLETED,CD,41905.00,41969.00,42551.00,42916.00,  0.400 ,  0.365 ,  0.035 ,
8725,FINANCIALLY COMPLETED,CD,41908.00,41908.00,42338.00,42704.00,  0.300 ,  0.257 ,  0.043 ,1
8726,FINANCIALLY COMPLETED,CD,41905.00,42068.00,42613.00,42978.00,  1.000 ,  0.948 ,  0.052 ,
8727,FINANCIALLY COMPLETED,RD,41908.00,41908.00,42369.00,42735.00,  1.500 ,  1.167 ,  0.333 ,
8728,FINANCIALLY COMPLETED,PA,41908.00,41932.00,42643.00,42643.00,  0.800 ,  0.562 ,  0.238 ,
8729,ACTIVE,CD,41908.00,41908.00,43708.00,,  9.484 ,  4.345 ,  5.139 ,
8730,ACTIVE,PA,41908.00,41936.00,42490.00,43281.00,  0.800 ,  0.470 ,  0.330 ,
8731,ACTIVE,CD,41912.00,42270.00,43465.00,,  1.000 ,  0.467 ,  0.533 ,
8732,ACTIVE,CD,41914.00,41914.00,42978.00,43343.00,  2.000 ,  0.955 ,  1.045 ,
8733,FINANCIALLY COMPLETED,CD,41915.00,41983.00,42643.00,42704.00,  0.500 ,  0.420 ,  0.080 ,1
8734,FINANCIALLY COMPLETED,PA,41921.00,41947.00,42704.00,42704.00,  0.350 ,  0.175 ,  0.175 ,
8735,FINANCIALLY COMPLETED,PA,41898.00,41898.00,42277.00,42277.00,  0.225 ,  0.181 ,  0.044 ,1
8736,ACTIVE,CD,41922.00,41922.00,42643.00,43281.00,  2.000 ,  1.825 ,  0.175 ,
8737,FINANCIALLY COMPLETED,CD,41920.00,41969.00,42369.00,42490.00,  0.300 ,  0.283 ,  0.017 ,1
8738,FINANCIALLY COMPLETED,PA,41929.00,41964.00,42704.00,42947.00,  0.800 ,  0.693 ,  0.107 ,
8739,FINANCIALLY COMPLETED,PP,41932.00,41954.00,42223.00,42308.00,  0.600 ,  0.598 ,  0.002 ,
8740,ACTIVE,CD,41932.00,41932.00,43100.00,43465.00,  1.206 ,  0.513 ,  0.694 ,
8741,FINANCIALLY COMPLETED,PP,41940.00,41963.00,42307.00,42673.00,  0.600 ,  0.575 ,  0.025 ,
8742,FINANCIALLY COMPLETED,CD,41941.00,41953.00,42704.00,42704.00,  1.100 ,  0.807 ,  0.293 ,
8743,FINANCIALLY COMPLETED,PA,41942.00,41967.00,42582.00,42582.00,  0.400 ,  0.271 ,  0.129 ,
8744,CANCELLED,PA,41942.00,41967.00,42400.00,42947.00,  0.400 ,  -   ,  0.400 ,
8745,ACTIVE,CD,41942.00,41942.00,42735.00,43465.00,  0.225 ,  0.032 ,  0.193 ,
8746,ACTIVE,PA,41942.00,41942.00,43281.00,,  1.500 ,  0.734 ,  0.766 ,
8747,FINANCIALLY COMPLETED,PP,41947.00,41947.00,42338.00,42643.00,  0.225 ,  0.174 ,  0.051 ,1
8748,ACTIVE,PA,41940.00,41940.00,42735.00,43465.00,  3.700 ,  2.167 ,  1.533 ,
8749,ACTIVE,CD,41936.00,42010.00,43100.00,,  1.130 ,  0.527 ,  0.603 ,1
8750,ACTIVE,PP,41950.00,41975.00,42551.00,43100.00,  1.480 ,  1.219 ,  0.261 ,
8751,ACTIVE,CD,41950.00,41950.00,42692.00,43069.00,  0.500 ,  0.497 ,  0.003 ,
8752,FINANCIALLY COMPLETED,CD,41950.00,41950.00,42460.00,42825.00,  0.200 ,  0.188 ,  0.012 ,
8753,FINANCIALLY COMPLETED,CD,41942.00,42053.00,42490.00,42855.00,  0.420 ,  0.050 ,  0.370 ,
8754,FINANCIALLY COMPLETED,PA,41950.00,41950.00,42369.00,42916.00,  0.225 ,  0.221 ,  0.004 ,
8755,CANCELLED,PA,41955.00,41982.00,42643.00,42643.00,  0.500 ,  -   ,  0.500 ,
8756,FINANCIALLY COMPLETED,PP,41950.00,41998.00,42155.00,42520.00,  0.500 ,  0.440 ,  0.060 ,
8757,FINANCIALLY COMPLETED,CD,41957.00,42011.00,42388.00,42388.00,  0.300 ,  0.211 ,  0.089 ,1
8758,ACTIVE,PP,41960.00,42012.00,42490.00,43220.00,  1.475 ,  1.063 ,  0.412 ,
8759,ACTIVE,CD,41962.00,41995.00,42855.00,43281.00,  0.500 ,  0.347 ,  0.153 ,
8760,ACTIVE,CD,41962.00,41974.00,42855.00,43646.00,  1.500 ,  0.855 ,  0.645 ,
8761,ACTIVE,CD,41961.00,42004.00,42794.00,43281.00,  0.720 ,  0.627 ,  0.093 ,
8762,ACTIVE,CD,41963.00,42003.00,43281.00,,  1.049 ,  0.711 ,  0.337 ,
8763,ACTIVE,CD,41963.00,41963.00,43100.00,43281.00,  12.000 ,  7.869 ,  4.131 ,
8764,FINANCIALLY COMPLETED,CD,41960.00,41960.00,42400.00,42765.00,  0.225 ,  0.074 ,  0.151 ,1
8765,FINANCIALLY COMPLETED,CD,41968.00,41968.00,42460.00,42494.00,  0.225 ,  0.195 ,  0.030 ,1
8766,FINANCIALLY COMPLETED,CD,41962.00,41962.00,42369.00,42551.00,  0.225 ,  0.220 ,  0.005 ,1
8767,ACTIVE,PP,41967.00,41990.00,42400.00,43131.00,  0.600 ,  0.427 ,  0.173 ,
8768,FINANCIALLY COMPLETED,PA,41968.00,42002.00,42460.00,42825.00,  0.500 ,  0.204 ,  0.296 ,1
8769,ACTIVE,PP,41968.00,41983.00,42369.00,43281.00,  1.000 ,  0.425 ,  0.575 ,
8770,FINANCIALLY COMPLETED,PP,41964.00,41964.00,42094.00,42613.00,  0.225 ,  0.147 ,  0.078 ,1
8771,FINANCIALLY COMPLETED,PP,41967.00,41997.00,42277.00,42643.00,  0.600 ,  0.531 ,  0.069 ,
8772,ACTIVE,CD,41976.00,41998.00,42582.00,43190.00,  1.500 ,  0.752 ,  0.748 ,
8773,ACTIVE,CD,41970.00,42017.00,42735.00,43373.00,  1.000 ,  0.537 ,  0.463 ,
8774,ACTIVE,CD,41976.00,41976.00,42794.00,43159.00,  1.000 ,  0.716 ,  0.284 ,
8775,FINANCIALLY COMPLETED,PA,41976.00,42002.00,42490.00,42735.00,  1.000 ,  0.686 ,  0.314 ,
8776,FINANCIALLY COMPLETED,PA,41977.00,42059.00,42429.00,42674.00,  0.350 ,  0.297 ,  0.053 ,1
8777,ACTIVE,CD,41978.00,42131.00,43281.00,,  0.700 ,  0.053 ,  0.647 ,
8778,FINANCIALLY COMPLETED,CD,41981.00,41981.00,42735.00,43008.00,  0.500 ,  0.472 ,  0.028 ,
8779,ACTIVE,RD,41978.00,41978.00,42735.00,43100.00,  0.750 ,  0.667 ,  0.083 ,
8780,ACTIVE,PA,41976.00,42024.00,43465.00,,  0.800 ,  0.424 ,  0.376 ,
8781,FINANCIALLY COMPLETED,CD,41982.00,41982.00,42369.00,42674.00,  0.135 ,  0.099 ,  0.036 ,1
8782,ACTIVE,PA,41977.00,41977.00,43008.00,43250.00,  0.750 ,  0.582 ,  0.168 ,
8783,ACTIVE,CD,41977.00,41998.00,43100.00,43465.00,  0.600 ,  0.218 ,  0.382 ,
8784,ACTIVE,PP,41984.00,42009.00,42262.00,43327.00,  2.200 ,  1.523 ,  0.677 ,
8785,ACTIVE,PA,41976.00,41976.00,43069.00,43343.00,  10.500 ,  8.396 ,  2.104 ,
8786,ACTIVE,CD,41984.00,42030.00,43100.00,43465.00,  1.500 ,  0.683 ,  0.817 ,
8787,FINANCIALLY COMPLETED,PP,41985.00,41985.00,42369.00,42460.00,  0.225 ,  0.157 ,  0.068 ,0
8788,ACTIVE,PA,41984.00,42030.00,42613.00,43708.00,  3.500 ,  1.576 ,  1.924 ,
8789,ACTIVE,PA,41985.00,41985.00,43465.00,,  3.050 ,  2.376 ,  0.674 ,
8790,CANCELLED,PP,41985.00,42010.00,42490.00,42490.00,  1.400 ,  -   ,  1.400 ,
8791,ACTIVE,CD,41988.00,42011.00,42886.00,43251.00,  1.000 ,  0.668 ,  0.332 ,
8792,FINANCIALLY COMPLETED,PP,41977.00,42011.00,42308.00,42369.00,  0.500 ,  0.421 ,  0.079 ,
8793,ACTIVE,CD,41985.00,42219.00,42766.00,43131.00,  0.600 ,  0.369 ,  0.231 ,
8794,ACTIVE,PA,41985.00,41985.00,43100.00,,  0.750 ,  0.553 ,  0.197 ,
8795,ACTIVE,PP,41988.00,42031.00,42400.00,43131.00,  1.500 ,  1.358 ,  0.142 ,
8796,ACTIVE,PP,41988.00,42018.00,43465.00,,  0.500 ,  0.384 ,  0.116 ,
8797,ACTIVE,CD,41984.00,41984.00,43100.00,43281.00,  2.337 ,  1.266 ,  1.071 ,
8798,ACTIVE,CD,41988.00,42033.00,43465.00,44196.00,  1.500 ,  0.610 ,  0.890 ,
8799,ACTIVE,CD,41988.00,42024.00,42916.00,43646.00,  1.500 ,  0.090 ,  1.410 ,
8800,ACTIVE,PP,41988.00,42051.00,42735.00,43190.00,  1.170 ,  0.543 ,  0.627 ,
8801,ACTIVE,CD,41984.00,41984.00,42735.00,43465.00,  1.000 ,  0.316 ,  0.684 ,
8802,ACTIVE,CD,41985.00,42032.00,42551.00,43039.00,  0.400 ,  0.376 ,  0.024 ,
8803,ACTIVE,CD,41985.00,42297.00,42886.00,43190.00,  1.000 ,  0.423 ,  0.577 ,
8804,ACTIVE,CD,41988.00,41988.00,43131.00,43465.00,  1.770 ,  1.285 ,  0.485 ,
8805,CANCELLED,RD,41984.00,41984.00,42551.00,42735.00,  1.200 ,  -   ,  1.200 ,
8806,ACTIVE,CD,41985.00,42062.00,43100.00,43830.00,  1.200 ,  0.461 ,  0.739 ,
8807,ACTIVE,CD,41985.00,41985.00,43081.00,43446.00,  0.750 ,  -   ,  0.750 ,
8808,ACTIVE,CD,41985.00,42010.00,42916.00,43100.00,  1.000 ,  0.983 ,  0.017 ,
8809,ACTIVE,CD,41988.00,41988.00,43465.00,43830.00,  1.200 ,  0.153 ,  1.047 ,
8810,ACTIVE,CD,41988.00,42016.00,42766.00,43404.00,  1.400 ,  0.445 ,  0.955 ,
8811,ACTIVE,CD,41985.00,41985.00,43081.00,,  0.750 ,  0.123 ,  0.627 ,
8812,ACTIVE,CD,41984.00,41984.00,42735.00,43373.00,  3.075 ,  0.980 ,  2.095 ,
8813,ACTIVE,CD,41989.00,41989.00,43100.00,43830.00,  2.000 ,  0.932 ,  1.068 ,
8814,ACTIVE,PA,41989.00,41989.00,42551.00,43281.00,  1.700 ,  1.113 ,  0.587 ,
8815,ACTIVE,RD,41988.00,41988.00,42947.00,43677.00,  0.750 ,  0.173 ,  0.577 ,
8816,ACTIVE,PP,41989.00,42019.00,42735.00,43465.00,  1.560 ,  0.716 ,  0.844 ,
8817,ACTIVE,PP,41989.00,42016.00,42825.00,43190.00,  1.500 ,  0.789 ,  0.711 ,
8818,ACTIVE,PP,41989.00,42013.00,42369.00,43465.00,  2.100 ,  1.579 ,  0.521 ,
8819,ACTIVE,CD,41989.00,41989.00,43450.00,,  2.515 ,  1.457 ,  1.058 ,
8820,CANCELLED,PP,41989.00,,42460.00,42460.00,  0.500 ,  -   ,  0.500 ,
8821,ACTIVE,CD,41988.00,41988.00,43220.00,,  0.900 ,  0.516 ,  0.384 ,
8822,FINANCIALLY COMPLETED,PA,41989.00,42012.00,42551.00,42704.00,  0.500 ,  0.433 ,  0.067 ,
8823,FINANCIALLY COMPLETED,PP,41985.00,41985.00,42460.00,42825.00,  0.200 ,  0.158 ,  0.042 ,
8824,ACTIVE,CD,41985.00,41985.00,42766.00,43496.00,  0.800 ,  0.312 ,  0.488 ,
8825,FINANCIALLY COMPLETED,PA,41990.00,41990.00,42369.00,42369.00,  0.225 ,  0.111 ,  0.114 ,1
8826,ACTIVE,PA,41988.00,42175.00,43100.00,43190.00,  1.537 ,  1.142 ,  0.395 ,
8827,FINANCIALLY COMPLETED,CD,41981.00,41981.00,42613.00,42613.00,  0.530 ,  0.500 ,  0.030 ,1
8828,ACTIVE,PP,41989.00,42089.00,42916.00,43281.00,  0.500 ,  0.277 ,  0.223 ,
8829,FINANCIALLY COMPLETED,PP,41989.00,42033.00,42551.00,42825.00,  0.750 ,  0.565 ,  0.185 ,
8830,ACTIVE,PA,41989.00,41989.00,43100.00,43830.00,  3.000 ,  0.559 ,  2.441 ,
8831,FINANCIALLY COMPLETED,CD,41981.00,41981.00,42613.00,42689.00,  0.410 ,  0.334 ,  0.076 ,1
8832,ACTIVE,PA,41988.00,41988.00,42338.00,43100.00,  0.225 ,  0.205 ,  0.020 ,
8833,FINANCIALLY COMPLETED,CD,41981.00,41981.00,42613.00,42689.00,  0.560 ,  0.490 ,  0.070 ,1
8834,ACTIVE,CD,41985.00,42020.00,42735.00,43646.00,  1.200 ,  0.473 ,  0.727 ,
8835,ACTIVE,CD,41989.00,42151.00,43281.00,,  1.000 ,  0.612 ,  0.388 ,
8836,ACTIVE,CD,41991.00,41991.00,43100.00,43281.00,  1.500 ,  1.083 ,  0.417 ,
8837,FINANCIALLY COMPLETED,PP,41991.00,42013.00,42277.00,42643.00,  1.450 ,  1.376 ,  0.074 ,
8838,ACTIVE,CD,41989.00,41989.00,43465.00,,  0.750 ,  0.472 ,  0.278 ,
8839,ACTIVE,CD,41990.00,42059.00,43100.00,43465.00,  1.000 ,  0.479 ,  0.521 ,
8840,ACTIVE,CD,41988.00,42186.00,42704.00,43404.00,  0.500 ,  0.295 ,  0.205 ,
8841,FINANCIALLY COMPLETED,CD,41989.00,42016.00,42916.00,42916.00,  0.400 ,  0.398 ,  0.002 ,
8842,FINANCIALLY COMPLETED,PP,41991.00,41991.00,42643.00,42735.00,  1.300 ,  1.147 ,  0.153 ,
8843,CANCELLED,PA,41990.00,41990.00,42428.00,42428.00,  0.225 ,  -   ,  0.225 ,
8844,ACTIVE,PP,41991.00,42066.00,42643.00,43008.00,  1.000 ,  0.082 ,  0.918 ,
8845,ACTIVE,CD,41989.00,42066.00,43100.00,,  1.300 ,  0.704 ,  0.596 ,
8846,FINANCIALLY COMPLETED,PP,41992.00,42013.00,42429.00,42704.00,  0.750 ,  0.750 ,  0.000 ,
8847,ACTIVE,CD,41985.00,42013.00,43100.00,43646.00,  2.000 ,  1.138 ,  0.862 ,
8848,ACTIVE,CD,41990.00,42068.00,42735.00,43100.00,  1.500 ,  0.495 ,  1.005 ,
8849,FINANCIALLY COMPLETED,PP,41992.00,42068.00,42429.00,42735.00,  0.900 ,  0.867 ,  0.033 ,
8850,ACTIVE,PP,41985.00,42227.00,42338.00,43100.00,  1.000 ,  0.814 ,  0.186 ,
8851,ACTIVE,CD,41992.00,42088.00,43100.00,43190.00,  0.750 ,  0.334 ,  0.416 ,
8852,ACTIVE,PP,41992.00,42030.00,42400.00,43281.00,  1.000 ,  0.749 ,  0.251 ,
8853,FINANCIALLY COMPLETED,PA,41991.00,42018.00,42551.00,42916.00,  0.350 ,  0.348 ,  0.002 ,
8854,FINANCIALLY COMPLETED,PA,41991.00,42018.00,42551.00,42855.00,  0.750 ,  0.602 ,  0.148 ,
8855,FINANCIALLY COMPLETED,PA,41992.00,42016.00,42536.00,42901.00,  0.500 ,  0.495 ,  0.005 ,
8856,FINANCIALLY COMPLETED,PP,41992.00,42016.00,42460.00,42825.00,  0.850 ,  0.810 ,  0.040 ,
8857,ACTIVE,CD,41961.00,42445.00,43465.00,,  2.000 ,  0.063 ,  1.937 ,
8858,ACTIVE,PA,41992.00,42023.00,43100.00,43646.00,  1.732 ,  0.628 ,  1.104 ,
8859,FINANCIALLY COMPLETED,CD,41989.00,41989.00,42369.00,42369.00,  0.225 ,  0.178 ,  0.047 ,1
8860,ACTIVE,PP,41991.00,42314.00,43131.00,,  0.600 ,  0.041 ,  0.559 ,
8861,ACTIVE,CD,41996.00,41996.00,43465.00,,  0.750 ,  0.075 ,  0.675 ,
8862,ACTIVE,CD,41971.00,41971.00,43465.00,,  0.225 ,  -   ,  0.225 ,
8863,ACTIVE,CD,41985.00,42024.00,42825.00,43190.00,  0.700 ,  0.346 ,  0.354 ,
8864,ACTIVE,CD,41997.00,42412.00,43100.00,43465.00,  0.750 ,  0.109 ,  0.641 ,
8865,FINANCIALLY COMPLETED,RD,41996.00,41996.00,42429.00,42825.00,  0.750 ,  0.689 ,  0.061 ,
8866,FINANCIALLY COMPLETED,PA,41996.00,41996.00,42307.00,42460.00,  0.225 ,  0.127 ,  0.098 ,
8867,FINANCIALLY COMPLETED,CD,41995.00,41995.00,42521.00,42643.00,  0.225 ,  0.199 ,  0.026 ,1
8868,FINANCIALLY COMPLETED,RD,41997.00,41997.00,42308.00,42308.00,  0.225 ,  0.196 ,  0.029 ,1
8869,FINANCIALLY COMPLETED,CD,41996.00,42065.00,42735.00,42735.00,  0.400 ,  0.325 ,  0.075 ,
8870,ACTIVE,RD,41999.00,41999.00,42735.00,43555.00,  0.220 ,  0.156 ,  0.065 ,
8871,FINANCIALLY COMPLETED,CD,41990.00,41990.00,42308.00,42400.00,  0.225 ,  0.033 ,  0.192 ,1
8872,ACTIVE,CD,42013.00,42053.00,43131.00,43496.00,  5.251 ,  0.682 ,  4.568 ,
8873,ACTIVE,RD,41990.00,41990.00,42599.00,43465.00,  0.225 ,  0.046 ,  0.179 ,
8874,ACTIVE,CD,42017.00,42032.00,42978.00,43343.00,  2.000 ,  0.788 ,  1.212 ,
8875,FINANCIALLY COMPLETED,PA,42032.00,42076.00,42582.00,43040.00,  0.550 ,  0.550 ,  0.000 ,
8876,ACTIVE,CD,42048.00,42048.00,42459.00,43054.00,  0.225 ,  0.143 ,  0.082 ,
8877,ACTIVE,CD,42047.00,42080.00,43159.00,43465.00,  5.000 ,  1.375 ,  3.625 ,
8878,FINANCIALLY COMPLETED,CD,42054.00,42054.00,42369.00,42490.00,  0.225 ,  0.165 ,  0.060 ,1
8879,ACTIVE,PP,42062.00,42088.00,42551.00,43373.00,  0.600 ,  0.260 ,  0.340 ,
8880,FINANCIALLY COMPLETED,PP,42073.00,42088.00,42185.00,42521.00,  0.350 ,  0.234 ,  0.116 ,
8881,ACTIVE,CD,42069.00,42069.00,43465.00,,  1.200 ,  1.058 ,  0.142 ,
8882,FINANCIALLY COMPLETED,PP,42082.00,42082.00,42551.00,42825.00,  0.225 ,  0.202 ,  0.023 ,
8883,ACTIVE,CD,42087.00,42087.00,44196.00,,  0.275 ,  0.084 ,  0.191 ,
8884,FINANCIALLY COMPLETED,CD,42094.00,42094.00,42825.00,43008.00,  2.000 ,  1.844 ,  0.156 ,
8885,ACTIVE,PP,42094.00,42094.00,42247.00,42916.00,  0.170 ,  0.105 ,  0.065 ,
8886,ACTIVE,CD,42107.00,42107.00,42472.00,43190.00,  3.267 ,  2.994 ,  0.273 ,
8887,FINANCIALLY COMPLETED,PP,42116.00,42173.00,42613.00,42978.00,  1.000 ,  0.999 ,  0.001 ,
8888,ACTIVE,PP,42117.00,42139.00,42613.00,43251.00,  0.625 ,  0.353 ,  0.272 ,
8889,ACTIVE,PA,42118.00,42136.00,42613.00,43190.00,  1.250 ,  0.683 ,  0.567 ,
8890,ACTIVE,CD,42109.00,42109.00,42855.00,43280.00,  0.225 ,  0.173 ,  0.052 ,
8891,ACTIVE,PP,42128.00,42139.00,42551.00,43281.00,  0.800 ,  0.549 ,  0.251 ,
8892,FINANCIALLY COMPLETED,PA,42122.00,42122.00,42369.00,42460.00,  0.225 ,  0.207 ,  0.018 ,1
8893,FINANCIALLY COMPLETED,RD,42121.00,42121.00,42735.00,42855.00,  0.220 ,  0.085 ,  0.135 ,1
8894,ACTIVE,CD,42132.00,42172.00,43100.00,43131.00,  0.600 ,  0.073 ,  0.527 ,
8895,ACTIVE,PA,42135.00,42177.00,42765.00,43373.00,  0.500 ,  0.137 ,  0.363 ,
8896,ACTIVE,CD,42132.00,42132.00,42613.00,43465.00,  0.425 ,  0.176 ,  0.249 ,
8897,ACTIVE,PP,42136.00,42136.00,42735.00,43100.00,  2.500 ,  0.790 ,  1.710 ,
8898,ACTIVE,CD,42150.00,42150.00,43465.00,,  4.360 ,  1.224 ,  3.136 ,
8899,ACTIVE,CD,42152.00,42215.00,43281.00,43465.00,  2.000 ,  0.319 ,  1.681 ,
8900,ACTIVE,RD,42117.00,42117.00,43131.00,,  0.225 ,  0.076 ,  0.149 ,
8901,FINANCIALLY COMPLETED,CD,42157.00,42194.00,42735.00,42916.00,  1.310 ,  1.281 ,  0.029 ,
8902,ACTIVE,CD,42146.00,42241.00,42886.00,43251.00,  1.500 ,  0.808 ,  0.692 ,
8903,FINANCIALLY COMPLETED,PA,42158.00,42181.00,42735.00,42735.00,  0.400 ,  0.221 ,  0.179 ,
8904,ACTIVE,CD,42166.00,42166.00,42916.00,43100.00,  0.300 ,  0.221 ,  0.079 ,
8905,ACTIVE,CD,42166.00,42166.00,43100.00,43465.00,  1.500 ,  0.898 ,  0.602 ,
8906,FINANCIALLY COMPLETED,PA,42164.00,42195.00,42643.00,42704.00,  0.400 ,  0.320 ,  0.080 ,
8907,FINANCIALLY COMPLETED,RD,42171.00,42171.00,42247.00,42369.00,  0.100 ,  0.067 ,  0.033 ,1
8908,ACTIVE,CD,42178.00,42178.00,42948.00,43678.00,  1.250 ,  0.693 ,  0.557 ,
8909,ACTIVE,CD,42178.00,42178.00,43266.00,43646.00,  4.590 ,  0.918 ,  3.672 ,
8910,ACTIVE,CD,42179.00,42211.00,43281.00,43830.00,  3.400 ,  0.936 ,  2.464 ,
8911,ACTIVE,CD,42179.00,42179.00,43281.00,,  0.045 ,  0.036 ,  0.009 ,
8912,ACTIVE,CD,42185.00,42220.00,43281.00,,  2.000 ,  0.732 ,  1.268 ,
8913,ACTIVE,CD,42181.00,42181.00,44561.00,,  3.950 ,  2.440 ,  1.510 ,
8914,ACTIVE,PP,42185.00,42208.00,42643.00,43373.00,  1.700 ,  1.372 ,  0.328 ,
8915,ACTIVE,PP,42174.00,42269.00,42825.00,43738.00,  2.000 ,  0.589 ,  1.411 ,
8916,FINANCIALLY COMPLETED,PA,42181.00,42208.00,42947.00,43008.00,  0.300 ,  0.222 ,  0.078 ,
8917,ACTIVE,CD,42181.00,42181.00,42704.00,43251.00,  0.725 ,  0.339 ,  0.386 ,
8918,ACTIVE,PP,42186.00,42212.00,42735.00,43100.00,  1.000 ,  0.705 ,  0.295 ,
8919,ACTIVE,PP,42187.00,42209.00,42735.00,43373.00,  1.150 ,  0.490 ,  0.660 ,
8920,ACTIVE,CD,42187.00,42198.00,42735.00,43084.00,  0.350 ,  0.180 ,  0.170 ,
8921,ACTIVE,CD,42185.00,,42735.00,43465.00,  1.000 ,  -   ,  1.000 ,
8922,ACTIVE,PP,42191.00,42214.00,42825.00,43100.00,  0.980 ,  0.912 ,  0.068 ,
8923,FINANCIALLY COMPLETED,PP,42191.00,42201.00,42490.00,42855.00,  0.600 ,  0.571 ,  0.029 ,
8924,FINANCIALLY COMPLETED,CD,42191.00,42191.00,42551.00,42735.00,  0.225 ,  0.111 ,  0.114 ,
8925,ACTIVE,CD,42188.00,42188.00,43281.00,43585.00,  3.477 ,  1.266 ,  2.211 ,
8926,ACTIVE,PP,42194.00,42194.00,42460.00,43465.00,  0.225 ,  0.115 ,  0.110 ,
8927,ACTIVE,CD,42195.00,42240.00,42735.00,43100.00,  0.939 ,  0.752 ,  0.187 ,
8928,ACTIVE,RD,42198.00,42198.00,43465.00,,  2.500 ,  1.963 ,  0.537 ,
8929,ACTIVE,PP,42188.00,42377.00,42735.00,43465.00,  0.800 ,  0.092 ,  0.708 ,
8930,FINANCIALLY COMPLETED,PP,42200.00,42226.00,42629.00,42766.00,  0.600 ,  0.598 ,  0.002 ,
8931,ACTIVE,CD,42201.00,42307.00,42947.00,43220.00,  1.000 ,  0.736 ,  0.264 ,
8932,FINANCIALLY COMPLETED,PA,42206.00,42228.00,42916.00,42916.00,  0.300 ,  0.281 ,  0.019 ,
8933,ACTIVE,PA,42209.00,42235.00,43190.00,,  1.000 ,  0.382 ,  0.618 ,
8934,FINANCIALLY COMPLETED,PA,42212.00,42212.00,42369.00,42460.00,  0.225 ,  0.124 ,  0.101 ,
8935,ACTIVE,PP,42214.00,42236.00,42735.00,43646.00,  1.500 ,  0.173 ,  1.327 ,
8936,ACTIVE,CD,42216.00,42216.00,43100.00,,  2.150 ,  1.591 ,  0.559 ,
8937,ACTIVE,CD,42222.00,42562.00,43830.00,,  0.750 ,  0.199 ,  0.551 ,
8938,ACTIVE,PA,42226.00,42248.00,42825.00,43190.00,  0.400 ,  0.081 ,  0.319 ,
8939,ACTIVE,CD,42227.00,42254.00,43008.00,43100.00,  0.700 ,  0.425 ,  0.275 ,
8940,FINANCIALLY COMPLETED,PA,42227.00,42254.00,42962.00,42962.00,  0.350 ,  0.323 ,  0.027 ,
8941,ACTIVE,PP,42226.00,42415.00,42643.00,43465.00,  1.303 ,  0.190 ,  1.113 ,
8942,ACTIVE,CD,42229.00,42257.00,42947.00,43008.00,  1.000 ,  0.767 ,  0.233 ,
8943,FINANCIALLY COMPLETED,CD,42227.00,42227.00,42582.00,42582.00,  0.210 ,  0.107 ,  0.103 ,1
8944,ACTIVE,CD,42230.00,42230.00,44196.00,,  3.500 ,  0.057 ,  3.443 ,
